target_tile,tile_id,com_lon,com_lat,area,poros
4338,4428,-117.07469940185547,59.571800231933594,1297.421875,0.9300000071525574
4338,4429,-117.07469940185547,59.02410125732422,1296.5435791015625,0.5458999872207642
4338,4518,-116.70120239257812,60.12860107421875,1285.425048828125,0.9300000071525574
4338,4519,-116.70120239257812,59.571800231933594,1297.4425048828125,0.9300000071525574
4338,4520,-116.70120239257812,59.02410125732422,1298.321044921875,0.5458999872207642
4338,4612,-116.32779693603516,60.12860107421875,1294.4571533203125,0.9300000071525574
4338,4613,-116.32779693603516,59.571800231933594,1297.4471435546875,0.9300000071525574
4338,4614,-116.32779693603516,59.02410125732422,1291.3438720703125,0.5458999872207642
4338,4709,-115.95439910888672,60.12860107421875,1297.0296630859375,0.9300000071525574
4338,4710,-115.95439910888672,59.571800231933594,1292.1669921875,0.9300000071525574
4338,4711,-115.95439910888672,59.02410125732422,1266.1014404296875,0.9300000071525574
6548,6091,-111.09960174560547,56.40520095825195,1258.1724853515625,0.9300000071525574
6548,6092,-111.09960174560547,55.9026985168457,1295.8485107421875,0.9300000071525574
6548,6093,-111.09960174560547,55.406700134277344,1266.355712890625,0.9300000071525574
6548,6205,-110.7260971069336,56.40520095825195,1281.2799072265625,0.9300000071525574
6548,6206,-110.7260971069336,55.9026985168457,1267.980224609375,0.9300000071525574
6548,6207,-110.7260971069336,55.406700134277344,1210.5281982421875,0.9300000071525574
6548,6320,-110.35269927978516,56.40520095825195,1097.0574951171875,0.9300000071525574
6548,6321,-110.35269927978516,55.9026985168457,1268.0098876953125,0.9300000071525574
6548,6322,-110.35269927978516,55.406700134277344,1196.7022705078125,0.9300000071525574
6548,6433,-109.97930145263672,56.40520095825195,1199.2698974609375,0.9300000071525574
6548,6434,-109.97930145263672,55.9026985168457,1267.60888671875,0.9300000071525574
6548,6435,-109.97930145263672,55.406700134277344,1293.4302978515625,0.4472000002861023
6548,6547,-109.60579681396484,56.40520095825195,1066.0064697265625,0.9300000071525574
6548,6548,-109.60579681396484,55.9026985168457,1240.9915771484375,0.4472000002861023
6548,6549,-109.60579681396484,55.406700134277344,1262.578369140625,0.4472000002861023
6548,6661,-109.2323989868164,56.40520095825195,1255.31201171875,0.374099999666214
6548,6662,-109.2323989868164,55.9026985168457,1138.089111328125,0.4472000002861023
6548,6663,-109.2323989868164,55.406700134277344,1287.1396484375,0.4472000002861023
6548,6774,-108.85890197753906,56.40520095825195,1184.332763671875,0.374099999666214
6548,6775,-108.85890197753906,55.9026985168457,828.8109130859375,0.374099999666214
6548,6776,-108.85890197753906,55.406700134277344,1257.3997802734375,0.374099999666214
6548,6886,-108.4854965209961,56.40520095825195,928.5147094726562,0.41370001435279846
6548,6887,-108.4854965209961,55.9026985168457,699.3189086914062,0.374099999666214
6548,6888,-108.4854965209961,55.406700134277344,1132.3193359375,0.374099999666214
6548,6997,-108.11199951171875,56.40520095825195,950.956787109375,0.41370001435279846
6548,6998,-108.11199951171875,55.9026985168457,1028.3173828125,0.374099999666214
6548,6999,-108.11199951171875,55.406700134277344,1092.183837890625,0.9300000071525574
9449,8904,-102.5103988647461,53.012901306152344,1287.0174560546875,0.4472000002861023
9449,8905,-102.5103988647461,52.54990005493164,1293.669677734375,0.4366999864578247
9449,8906,-102.5103988647461,52.09170150756836,1296.1763916015625,0.4472000002861023
9449,9037,-102.13690185546875,53.012901306152344,1271.537353515625,0.4366999864578247
9449,9038,-102.13690185546875,52.54990005493164,1296.7691650390625,0.4472000002861023
9449,9039,-102.13690185546875,52.09170150756836,1291.91064453125,0.4472000002861023
9449,9174,-101.76349639892578,53.012901306152344,1297.2939453125,0.9300000071525574
9449,9175,-101.76349639892578,52.54990005493164,1259.62548828125,0.4472000002861023
9449,9176,-101.76349639892578,52.09170150756836,1297.2550048828125,0.4472000002861023
9449,9311,-101.38999938964844,53.012901306152344,1032.5660400390625,0.9300000071525574
9449,9312,-101.38999938964844,52.54990005493164,1260.19482421875,0.4472000002861023
9449,9313,-101.38999938964844,52.09170150756836,1298.321044921875,0.4700999855995178
9449,9448,-101.0166015625,53.012901306152344,862.7616577148438,0.9300000071525574
9449,9449,-101.0166015625,52.54990005493164,1267.8297119140625,0.4700999855995178
9449,9450,-101.0166015625,52.09170150756836,1298.321044921875,0.4700999855995178
9449,9590,-100.64320373535156,53.012901306152344,664.615966796875,0.9300000071525574
9449,9591,-100.64320373535156,52.54990005493164,944.1434326171875,0.9300000071525574
9449,9592,-100.64320373535156,52.09170150756836,1296.189697265625,0.4456999897956848
9449,9733,-100.26969909667969,53.012901306152344,342.51568603515625,0.4472000002861023
9449,9734,-100.26969909667969,52.54990005493164,952.6298828125,0.9300000071525574
9449,9735,-100.26969909667969,52.09170150756836,1027.1204833984375,0.4366999864578247
9449,9875,-99.89630126953125,53.012901306152344,427.8874206542969,0.4472000002861023
9449,9876,-99.89630126953125,52.54990005493164,276.145263671875,0.4456999897956848
9449,9978,-99.89630126953125,52.09170150756836,420.5556335449219,0.4366999864578247
9449,10014,-99.52279663085938,53.012901306152344,863.984375,0.4472000002861023
9449,10015,-99.52279663085938,52.54990005493164,1000.9546508789062,0.4472000002861023
9449,10016,-99.52279663085938,52.09170150756836,1003.0543823242188,0.4366999864578247
4813,4431,-117.07469940185547,57.953800201416016,1244.8509521484375,0.4032999873161316
4813,4432,-117.07469940185547,57.43040084838867,1246.9315185546875,0.4472000002861023
4813,4433,-117.07469940185547,56.91429901123047,1273.5938720703125,0.4697999954223633
4813,4522,-116.70120239257812,57.953800201416016,1276.4412841796875,0.4032999873161316
4813,4523,-116.70120239257812,57.43040084838867,1288.079345703125,0.4697999954223633
4813,4524,-116.70120239257812,56.91429901123047,1286.67138671875,0.9300000071525574
4813,4616,-116.32779693603516,57.953800201416016,1291.94873046875,0.374099999666214
4813,4617,-116.32779693603516,57.43040084838867,1273.5330810546875,0.4456999897956848
4813,4618,-116.32779693603516,56.91429901123047,1292.2674560546875,0.9300000071525574
4813,4713,-115.95439910888672,57.953800201416016,1297.862548828125,0.9300000071525574
4813,4714,-115.95439910888672,57.43040084838867,1291.3057861328125,0.4472000002861023
4813,4715,-115.95439910888672,56.91429901123047,1243.364501953125,0.4472000002861023
4813,4812,-115.58090209960938,57.953800201416016,1278.0628662109375,0.374099999666214
4813,4813,-115.58090209960938,57.43040084838867,1289.4791259765625,0.4472000002861023
4813,4814,-115.58090209960938,56.91429901123047,1295.993408203125,0.4472000002861023
4813,4911,-115.2074966430664,57.953800201416016,1291.908935546875,0.9300000071525574
4813,4912,-115.2074966430664,57.43040084838867,1297.39306640625,0.9300000071525574
4813,4913,-115.2074966430664,56.91429901123047,1296.4647216796875,0.9300000071525574
4813,5015,-114.83399963378906,57.953800201416016,1294.1107177734375,0.9300000071525574
4813,5016,-114.83399963378906,57.43040084838867,1291.6497802734375,0.9300000071525574
4813,5017,-114.83399963378906,56.91429901123047,1260.0596923828125,0.4456999897956848
4813,5119,-114.46060180664062,57.953800201416016,1298.321044921875,0.9300000071525574
4813,5120,-114.46060180664062,57.43040084838867,1295.0631103515625,0.9300000071525574
4813,5121,-114.46060180664062,56.91429901123047,1253.00341796875,0.4472000002861023
4813,5223,-114.08709716796875,57.953800201416016,1297.863525390625,0.9300000071525574
4813,5224,-114.08709716796875,57.43040084838867,1287.1126708984375,0.4456999897956848
4813,5225,-114.08709716796875,56.91429901123047,1286.66357421875,0.4472000002861023
5230,4818,-115.58090209960938,54.91669845581055,1294.3216552734375,0.4472000002861023
5230,4819,-115.58090209960938,54.43259811401367,1294.82763671875,0.4472000002861023
5230,4820,-115.58090209960938,53.95399856567383,1296.809814453125,0.4472000002861023
5230,4917,-115.2074966430664,54.91669845581055,1296.8233642578125,0.4472000002861023
5230,4918,-115.2074966430664,54.43259811401367,1293.3314208984375,0.4472000002861023
5230,4919,-115.2074966430664,53.95399856567383,1292.25927734375,0.43880000710487366
5230,5021,-114.83399963378906,54.91669845581055,1291.173583984375,0.4472000002861023
5230,5022,-114.83399963378906,54.43259811401367,1286.0921630859375,0.4472000002861023
5230,5023,-114.83399963378906,53.95399856567383,1277.0950927734375,0.4472000002861023
5230,5125,-114.46060180664062,54.91669845581055,1288.341064453125,0.4456999897956848
5230,5126,-114.46060180664062,54.43259811401367,1280.9105224609375,0.9300000071525574
5230,5127,-114.46060180664062,53.95399856567383,1232.3564453125,0.4472000002861023
5230,5229,-114.08709716796875,54.91669845581055,1281.906494140625,0.4472000002861023
5230,5230,-114.08709716796875,54.43259811401367,1291.873291015625,0.4456999897956848
5230,5231,-114.08709716796875,53.95399856567383,1267.8681640625,0.4472000002861023
5230,5329,-113.71369934082031,54.91669845581055,1233.593017578125,0.4472000002861023
5230,5330,-113.71369934082031,54.43259811401367,1273.9825439453125,0.5230000019073486
5230,5331,-113.71369934082031,53.95399856567383,1290.7420654296875,0.4472000002861023
5230,5435,-113.34030151367188,54.91669845581055,1276.423583984375,0.4472000002861023
5230,5436,-113.34030151367188,54.43259811401367,1289.3623046875,0.5230000019073486
5230,5437,-113.34030151367188,53.95399856567383,1294.2828369140625,0.5041999816894531
5230,5539,-112.966796875,54.91669845581055,1275.9022216796875,0.4472000002861023
5230,5540,-112.966796875,54.43259811401367,1262.85888671875,0.5230000019073486
5230,5541,-112.966796875,53.95399856567383,1293.65771484375,0.388700008392334
5230,5645,-112.59339904785156,54.91669845581055,1245.400146484375,0.4472000002861023
5230,5646,-112.59339904785156,54.43259811401367,1239.2257080078125,0.4472000002861023
5230,5647,-112.59339904785156,53.95399856567383,1284.21484375,0.47119998931884766
